,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,location
124,1,2018-12-31T23:56:48.000,2019-01-01T00:22:42.000,1,10.5,1,N,138,143,1,30.5,0.5,0.5,5.5,5.76,0.3,43.06,Noida Sec-11
125,2,2018-12-31T23:56:46.000,2018-12-31T23:59:30.000,2,0.55,1,N,231,87,1,4.0,0.5,0.5,0.1,0.0,0.3,5.4,Noida Sec-20
126,1,2018-12-31T23:56:44.000,2019-01-01T00:04:02.000,1,1.7,1,N,24,239,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,Noida Sec-66
127,2,2018-12-31T23:56:44.000,2019-01-01T00:09:19.000,1,3.3,1,N,137,146,1,12.5,0.5,0.5,2.76,0.0,0.3,16.56,Noida Sec-38
128,1,2018-12-31T23:56:42.000,2019-01-01T00:11:38.000,0,2.4,1,N,141,107,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0,Noida Sec-25
129,2,2018-12-31T23:56:42.000,2019-01-01T01:09:45.000,5,10.22,1,N,249,129,2,48.0,0.5,0.5,0.0,0.0,0.3,49.3,Noida Sec-9
130,2,2018-12-31T23:56:40.000,2018-12-31T23:59:56.000,1,0.55,1,N,62,61,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-45
131,1,2018-12-31T23:56:40.000,2019-01-01T00:08:33.000,1,2.0,1,N,158,232,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,Noida Sec-24
132,1,2018-12-31T23:56:39.000,2019-01-01T00:00:07.000,2,0.4,1,N,50,48,1,4.0,0.5,0.5,0.62,0.0,0.3,5.92,Noida Sec-17
133,2,2018-12-31T23:56:39.000,2019-01-01T00:06:30.000,2,0.87,1,N,68,48,1,7.5,0.5,0.5,1.76,0.0,0.3,10.56,Noida Sec-22
134,2,2018-12-31T23:56:39.000,2019-01-01T00:00:23.000,1,0.4,1,N,237,140,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,Noida Sec-2
135,1,2018-12-31T23:56:38.000,2019-01-01T00:06:45.000,1,2.8,1,N,229,79,1,10.5,0.5,0.5,2.35,0.0,0.3,14.15,Noida Sec-18
136,1,2018-12-31T23:56:38.000,2019-01-01T00:03:35.000,2,0.4,1,N,48,48,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-6
137,2,2018-12-31T23:56:36.000,2019-01-01T00:07:14.000,1,1.86,1,N,249,137,1,8.5,0.5,0.5,2.94,0.0,0.3,12.74,Noida Sec-9
138,1,2018-12-31T23:56:34.000,2019-01-01T00:05:27.000,1,3.5,1,N,141,4,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,Noida Sec-25
139,1,2018-12-31T23:56:33.000,2019-01-01T00:04:02.000,2,1.5,1,N,151,166,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-32
140,2,2018-12-31T23:56:30.000,2018-12-31T23:57:35.000,1,0.1,1,N,80,217,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-72
141,1,2018-12-31T23:56:30.000,2019-01-01T00:05:44.000,1,2.4,1,N,263,151,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-7
142,2,2018-12-31T23:56:29.000,2019-01-01T00:12:28.000,3,4.19,1,N,68,238,1,16.0,0.5,0.5,2.5,0.0,0.3,19.8,Noida Sec-22
143,2,2018-12-31T23:56:28.000,2018-12-31T23:58:59.000,1,0.79,1,N,236,75,1,4.5,0.5,0.5,0.58,0.0,0.3,6.38,Noida Sec-10
144,2,2018-12-31T23:56:27.000,2019-01-01T00:12:09.000,1,2.3,1,N,151,75,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,Noida Sec-32
145,1,2018-12-31T23:56:25.000,2019-01-01T00:01:03.000,2,0.6,1,N,142,143,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,Noida Sec-1
146,1,2018-12-31T23:56:23.000,2019-01-01T00:00:23.000,2,0.5,1,N,263,236,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-7
147,2,2018-12-31T23:56:23.000,2018-12-31T23:59:54.000,1,0.31,1,N,68,90,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,Noida Sec-22
148,2,2018-12-31T23:56:22.000,2019-01-01T00:09:53.000,1,4.32,1,N,234,87,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,Noida Sec-34
149,1,2018-12-31T23:56:22.000,2019-01-01T00:27:56.000,1,2.8,1,N,144,164,1,19.5,0.5,0.5,4.15,0.0,0.3,24.95,Noida Sec-26
150,2,2018-12-31T23:56:22.000,2018-12-31T23:59:30.000,1,0.77,1,N,244,116,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-39
151,1,2018-12-31T23:56:21.000,2019-01-01T00:03:55.000,2,1.4,1,N,68,113,1,7.0,0.5,0.5,5.0,0.0,0.3,13.3,Noida Sec-22
152,2,2018-12-31T23:56:20.000,2019-01-01T00:05:52.000,1,2.03,1,N,243,247,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,Noida Sec-55
153,2,2018-12-31T23:56:19.000,2018-12-31T23:56:24.000,2,0.0,1,N,148,264,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-14
154,2,2018-12-31T23:56:18.000,2018-12-31T23:58:45.000,1,0.59,1,N,260,226,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,Noida Sec-73
155,1,2018-12-31T23:56:18.000,2019-01-01T00:01:04.000,1,0.9,1,N,75,74,4,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-28
156,2,2018-12-31T23:56:17.000,2019-01-01T00:19:41.000,1,4.83,1,N,234,142,1,19.0,0.5,0.5,1.0,0.0,0.3,21.3,Noida Sec-34
157,1,2018-12-31T23:56:15.000,2019-01-01T00:00:32.000,2,0.4,1,N,48,163,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,Noida Sec-6
158,2,2018-12-31T23:56:15.000,2019-01-01T00:28:04.000,1,25.6,1,N,132,174,2,67.0,0.5,0.5,0.0,5.76,0.3,74.06,Noida Sec-8
159,2,2018-12-31T23:56:14.000,2018-12-31T23:58:23.000,2,0.37,1,N,90,249,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-42
160,1,2018-12-31T23:56:12.000,2019-01-01T00:15:14.000,1,3.3,1,N,244,159,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,Noida Sec-39
161,2,2018-12-31T23:56:11.000,2018-12-31T23:57:25.000,4,0.46,1,N,90,68,1,3.5,0.5,0.5,1.2,0.0,0.3,6.0,Noida Sec-42
162,2,2018-12-31T23:56:11.000,2019-01-01T00:07:21.000,1,2.07,1,N,231,68,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-20
163,1,2018-12-31T23:56:10.000,2019-01-01T00:14:10.000,1,3.6,1,N,170,239,1,15.5,0.5,0.5,5.0,0.0,0.3,21.8,Noida Sec-5
164,1,2018-12-31T23:56:09.000,2019-01-01T00:00:41.000,2,0.7,1,N,249,90,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,Noida Sec-9
165,1,2018-12-31T23:56:08.000,2018-12-31T23:59:51.000,2,0.7,1,N,141,141,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,Noida Sec-25
166,2,2018-12-31T23:56:08.000,2019-01-01T00:22:19.000,1,6.3,1,N,239,239,1,22.0,0.5,0.5,6.99,0.0,0.3,30.29,Noida Sec-27
167,2,2018-12-31T23:56:07.000,2019-01-01T00:02:46.000,1,0.73,1,N,68,246,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,Noida Sec-22
168,2,2018-12-31T23:56:06.000,2018-12-31T23:56:48.000,2,0.1,1,N,234,164,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,Noida Sec-34
169,2,2018-12-31T23:56:06.000,2019-01-01T00:25:27.000,2,6.83,1,N,161,17,2,25.5,0.5,0.5,0.0,0.0,0.3,26.8,Noida Sec-3
170,2,2018-12-31T23:56:05.000,2018-12-31T23:57:51.000,1,0.41,1,N,41,42,1,3.5,0.5,0.5,3.3,0.0,0.3,8.1,Noida Sec-46
171,2,2018-12-31T23:56:05.000,2019-01-01T00:22:47.000,5,1.93,1,N,161,113,1,16.5,0.5,0.5,5.34,0.0,0.3,23.14,Noida Sec-3
172,2,2018-12-31T23:56:05.000,2019-01-01T00:00:46.000,1,1.91,1,N,262,74,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-41
173,1,2018-12-31T23:56:05.000,2019-01-01T00:08:42.000,0,1.9,1,N,158,48,1,10.0,0.5,0.5,5.0,0.0,0.3,16.3,Noida Sec-24
174,2,2018-12-31T23:56:01.000,2019-01-01T00:02:11.000,6,0.92,1,N,79,107,1,6.0,0.5,0.5,2.19,0.0,0.3,9.49,Noida Sec-4
175,1,2018-12-31T23:56:00.000,2019-01-01T00:14:26.000,2,2.5,1,N,246,233,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,Noida Sec-33
176,2,2018-12-31T23:55:59.000,2019-01-01T00:07:40.000,2,1.57,1,N,68,90,1,9.0,0.5,0.5,2.58,0.0,0.3,12.88,Noida Sec-22
177,1,2018-12-31T23:55:57.000,2019-01-01T00:13:14.000,1,4.3,1,N,263,152,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,Noida Sec-7
178,2,2018-12-31T23:55:56.000,2019-01-01T00:02:28.000,3,0.32,1,N,100,68,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-63
179,1,2018-12-31T23:55:56.000,2019-01-01T00:03:13.000,2,0.4,1,N,162,161,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-19
180,2,2018-12-31T23:55:55.000,2019-01-01T00:01:25.000,1,1.2,1,N,151,238,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-32
181,1,2018-12-31T23:55:53.000,2018-12-31T23:56:16.000,1,0.0,5,N,162,162,1,30.0,0.0,0.0,1.5,0.0,0.3,31.8,Noida Sec-19
182,2,2018-12-31T23:55:53.000,2019-01-01T00:07:30.000,1,1.13,1,N,170,162,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-5
183,1,2018-12-31T23:55:52.000,2019-01-01T00:23:34.000,1,6.3,1,N,234,83,2,23.5,0.5,0.5,0.0,0.0,0.3,24.8,Noida Sec-34
184,2,2018-12-31T23:55:52.000,2019-01-01T00:02:14.000,5,0.64,1,N,68,158,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,Noida Sec-22
185,2,2018-12-31T23:55:52.000,2019-01-01T00:06:18.000,1,6.02,1,N,132,28,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,Noida Sec-8
186,1,2018-12-31T23:55:52.000,2018-12-31T23:59:43.000,1,1.0,1,N,141,237,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,Noida Sec-25
187,2,2018-12-31T23:55:50.000,2019-01-01T00:14:49.000,1,4.7,1,N,79,146,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,Noida Sec-4
188,2,2018-12-31T23:55:49.000,2019-01-01T00:02:31.000,1,0.49,1,N,234,107,1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,Noida Sec-34
189,2,2018-12-31T23:55:49.000,2019-01-01T00:07:03.000,1,1.93,1,N,246,234,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,Noida Sec-33
190,2,2018-12-31T23:55:49.000,2019-01-01T00:02:14.000,1,2.44,1,N,142,166,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,Noida Sec-1
191,1,2018-12-31T23:55:46.000,2018-12-31T23:58:11.000,1,0.5,1,N,264,264,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-30
192,2,2018-12-31T23:55:45.000,2019-01-01T00:01:23.000,1,0.87,1,N,234,107,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,Noida Sec-34
193,1,2018-12-31T23:55:42.000,2019-01-01T00:03:16.000,1,0.6,1,N,142,48,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,Noida Sec-1
194,1,2018-12-31T23:55:40.000,2018-12-31T23:59:26.000,1,0.9,1,N,50,48,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,Noida Sec-17
195,2,2018-12-31T23:55:39.000,2018-12-31T23:59:15.000,1,0.92,1,N,263,75,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,Noida Sec-7
196,1,2018-12-31T23:55:38.000,2019-01-01T00:16:37.000,1,6.1,1,N,4,7,2,21.0,0.5,0.5,0.0,0.0,0.3,22.3,Noida Sec-74
197,1,2018-12-31T23:55:37.000,2019-01-01T00:05:11.000,1,1.2,1,N,79,246,1,8.0,0.5,0.5,1.85,0.0,0.3,11.15,Noida Sec-4
198,2,2018-12-31T23:55:37.000,2019-01-01T00:04:01.000,1,2.56,1,N,237,74,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-2
199,2,2018-12-31T23:55:36.000,2018-12-31T23:57:56.000,2,0.21,1,N,79,79,1,3.5,0.5,0.5,0.96,0.0,0.3,5.76,Noida Sec-4
200,2,2018-12-31T23:55:34.000,2019-01-01T00:08:46.000,3,2.15,1,N,263,162,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-7
201,1,2018-12-31T23:55:33.000,2019-01-01T00:07:21.000,1,2.0,1,N,209,79,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-64
202,1,2018-12-31T23:55:33.000,2019-01-01T00:02:21.000,1,1.5,1,N,236,239,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,Noida Sec-10
203,1,2018-12-31T23:55:31.000,2018-12-31T23:59:14.000,1,0.5,1,N,143,239,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,Noida Sec-52
204,2,2018-12-31T23:55:31.000,2018-12-31T23:58:06.000,1,0.57,1,N,186,90,1,4.0,0.5,0.5,1.59,0.0,0.3,6.89,Noida Sec-23
205,1,2018-12-31T23:55:29.000,2019-01-01T00:15:25.000,1,3.3,1,N,116,247,2,15.5,0.5,0.5,0.0,0.0,0.3,16.8,Noida Sec-40
206,1,2018-12-31T23:55:28.000,2018-12-31T23:59:25.000,1,0.2,1,N,170,170,1,4.0,0.5,0.5,2.0,0.0,0.3,7.3,Noida Sec-5
207,1,2018-12-31T23:55:27.000,2019-01-01T00:23:18.000,1,5.7,1,N,166,170,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,Noida Sec-36
208,2,2018-12-31T23:55:27.000,2019-01-01T00:32:36.000,1,17.39,1,N,50,172,1,49.0,0.5,0.5,16.9,17.28,0.3,84.48,Noida Sec-17
209,2,2018-12-31T23:55:24.000,2018-12-31T23:58:03.000,2,0.51,1,N,229,229,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,Noida Sec-18
210,2,2018-12-31T23:55:24.000,2019-01-01T00:06:38.000,1,2.26,1,N,79,231,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,Noida Sec-4
211,1,2018-12-31T23:55:23.000,2019-01-01T00:05:26.000,0,3.8,1,N,263,226,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,Noida Sec-7
212,2,2018-12-31T23:55:21.000,2019-01-01T00:16:48.000,1,1.39,1,N,113,68,2,13.0,0.5,0.5,0.0,0.0,0.3,14.3,Noida Sec-16
213,1,2018-12-31T23:55:21.000,2019-01-01T00:06:29.000,1,1.6,1,N,41,152,1,9.5,0.5,0.5,2.7,0.0,0.3,13.5,Noida Sec-46
214,4,2018-12-31T23:55:21.000,2019-01-01T00:06:47.000,1,2.68,1,N,143,236,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-52
215,2,2018-12-31T23:55:20.000,2019-01-01T00:08:00.000,1,2.9,1,N,148,162,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,Noida Sec-14
216,1,2018-12-31T23:55:20.000,2019-01-01T00:10:29.000,1,5.6,1,N,234,261,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,Noida Sec-34
217,1,2018-12-31T23:55:20.000,2019-01-01T00:04:10.000,2,1.6,1,N,158,186,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,Noida Sec-24
218,1,2018-12-31T23:55:19.000,2018-12-31T23:56:58.000,2,0.2,1,N,148,232,1,3.5,0.5,0.5,1.0,0.0,0.3,5.8,Noida Sec-14
219,2,2018-12-31T23:55:18.000,2019-01-01T00:01:42.000,5,1.23,1,N,74,41,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,Noida Sec-56
220,1,2018-12-31T23:55:16.000,2018-12-31T23:57:56.000,1,0.1,1,N,170,170,1,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-5
221,2,2018-12-31T23:55:16.000,2018-12-31T23:55:18.000,1,0.0,5,N,114,114,1,6.0,0.0,0.5,0.0,0.0,0.3,6.8,Noida Sec-49
222,2,2018-12-31T23:55:14.000,2019-01-01T00:21:20.000,1,4.64,1,N,37,224,2,20.0,0.5,0.5,0.0,0.0,0.3,21.3,Noida Sec-75
223,4,2018-12-31T23:55:10.000,2019-01-01T00:02:08.000,1,1.27,1,N,144,4,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,Noida Sec-26
224,1,2018-12-31T23:55:10.000,2019-01-01T00:04:32.000,2,0.9,1,N,116,244,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,Noida Sec-40
225,2,2018-12-31T23:55:09.000,2019-01-01T00:15:08.000,1,9.15,1,N,132,177,1,26.5,0.5,0.5,8.34,0.0,0.3,36.14,Noida Sec-8
226,1,2018-12-31T23:55:09.000,2019-01-01T00:02:54.000,0,1.1,1,N,186,90,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,Noida Sec-23
227,1,2018-12-31T23:55:07.000,2019-01-01T00:06:37.000,2,2.8,1,N,234,231,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,Noida Sec-34
228,1,2018-12-31T23:55:06.000,2019-01-01T00:22:00.000,2,7.3,1,N,125,72,2,25.0,0.5,0.5,0.0,0.0,0.3,26.3,Noida Sec-29
229,1,2018-12-31T23:55:03.000,2019-01-01T00:10:18.000,0,1.5,1,N,164,161,2,10.5,0.5,0.5,0.0,0.0,0.3,11.8,Noida Sec-12
230,1,2018-12-31T23:55:03.000,2019-01-01T00:07:06.000,1,4.5,1,N,264,73,3,15.0,0.5,0.5,0.0,0.0,0.3,16.3,Noida Sec-30
231,2,2018-12-31T23:55:03.000,2019-01-01T00:05:47.000,2,2.91,1,N,48,238,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,Noida Sec-6
232,2,2018-12-31T23:55:02.000,2018-12-31T23:56:27.000,1,0.18,1,N,144,144,2,3.0,0.5,0.5,0.0,0.0,0.3,4.3,Noida Sec-26
233,2,2018-12-31T23:55:02.000,2019-01-01T00:22:01.000,1,9.47,1,N,158,67,1,30.0,0.5,0.5,9.26,5.76,0.3,46.32,Noida Sec-24
234,2,2018-12-31T23:55:00.000,2019-01-01T00:06:49.000,1,1.19,1,N,164,164,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,Noida Sec-12
235,2,2018-12-31T23:55:00.000,2019-01-01T00:03:24.000,1,2.37,1,N,236,151,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,Noida Sec-10
236,1,2018-12-31T23:54:59.000,2019-01-01T00:35:25.000,4,18.7,2,N,132,142,1,52.0,0.0,0.5,12.0,0.0,0.3,64.8,Noida Sec-8
237,2,2018-12-31T23:54:59.000,2019-01-01T00:11:50.000,5,4.29,1,N,161,226,1,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-3
238,2,2018-12-31T23:54:56.000,2018-12-31T23:59:18.000,2,1.28,1,N,161,237,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,Noida Sec-3
239,1,2018-12-31T23:54:55.000,2019-01-01T00:12:30.000,1,2.3,1,N,68,79,1,12.5,0.5,0.5,2.0,0.0,0.3,15.8,Noida Sec-22
240,1,2018-12-31T23:54:55.000,2019-01-01T00:00:21.000,1,0.8,1,N,90,107,1,5.5,0.5,0.5,2.0,0.0,0.3,8.8,Noida Sec-42
241,1,2018-12-31T23:54:55.000,2019-01-01T00:08:16.000,1,4.8,1,N,45,233,2,16.5,0.5,0.5,0.0,0.0,0.3,17.8,Noida Sec-61
242,2,2018-12-31T23:54:53.000,2018-12-31T23:56:39.000,2,0.33,1,N,143,142,2,3.5,0.5,0.5,0.0,0.0,0.3,4.8,Noida Sec-52
243,2,2018-12-31T23:54:53.000,2019-01-01T00:03:34.000,6,1.68,1,N,264,264,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,Noida Sec-30
244,1,2018-12-31T23:54:53.000,2019-01-01T00:01:36.000,1,1.2,1,N,141,237,1,7.0,0.5,0.5,1.25,0.0,0.3,9.55,Noida Sec-25
245,1,2018-12-31T23:54:52.000,2019-01-01T00:29:02.000,1,15.4,1,N,233,138,2,42.5,0.5,0.5,0.0,0.0,0.3,43.8,Noida Sec-37
246,2,2018-12-31T23:54:52.000,2018-12-31T23:57:09.000,1,0.75,1,N,168,74,1,4.5,0.5,0.5,4.0,0.0,0.3,9.8,Noida Sec-59
247,1,2018-12-31T23:54:52.000,2019-01-01T00:30:18.000,2,19.3,2,N,132,41,1,52.0,0.0,0.5,11.7,5.76,0.3,70.26,Noida Sec-8
248,2,2018-12-31T23:54:51.000,2019-01-01T00:08:41.000,4,3.23,1,N,90,261,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,Noida Sec-42
249,1,2018-12-31T23:54:51.000,2019-01-01T00:08:55.000,1,5.7,1,N,132,205,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,Noida Sec-8
